	Survived	Sex	Age	Fare	SibSp0	SibSp1	SibSp2	SibSp3	SibSp4	SibSp5	SibSp8	Parch0	Parch1	Parch2	Parch3	Parch4	Parch5	Parch6	Pclass1	Pclass2	Pclass3	EmbarkedC	EmbarkedQ	EmbarkedS
226	1	1	0.23750000000000002	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
227	0	1	0.25625000000000003	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
228	0	1	0.225	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
229	0	0	0.0	0.049707687947515	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
230	1	0	0.4375	0.16293234896625058	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
231	0	1	0.36250000000000004	0.015175789316712771	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
232	0	1	0.7375	0.026350245115835676	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
233	1	0	0.0625	0.06126431989431795	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
234	0	1	0.30000000000000004	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
235	0	0	0.0	0.014736618564782174	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
236	0	1	0.55	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
237	1	0	0.1	0.05123658772523604	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
238	0	1	0.23750000000000002	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
239	0	1	0.41250000000000003	0.023959204355324663	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
240	0	0	0.0	0.028212719478023115	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
241	1	0	0.0	0.030253985132996517	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
242	0	1	0.36250000000000004	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
243	0	1	0.275	0.013907073811135496	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
244	0	1	0.375	0.014102260811993537	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
245	0	1	0.55	0.17566830077223786	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
246	0	0	0.3125	0.015175789316712771	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
247	1	0	0.30000000000000004	0.028302115124416098	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
248	1	1	0.4625	0.10257896680493714	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
249	0	1	0.675	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
250	0	1	0.0	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
251	0	0	0.36250000000000004	0.02042143996477265	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
252	0	1	0.775	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
253	0	1	0.375	0.031425107138144774	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
254	0	0	0.5125000000000001	0.039452172548431745	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
255	1	0	0.36250000000000004	0.029757819776815374	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
256	1	0	0.0	0.15458810467956932	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
257	1	0	0.375	0.16883675574220638	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
258	1	0	0.4375	1.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
259	1	0	0.625	0.050748620223090936	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
260	0	1	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
261	1	1	0.037500000000000006	0.06126431989431795	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
262	0	1	0.65	0.1554664461834305	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
263	0	1	0.5	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
264	0	0	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
265	0	1	0.45	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
266	0	1	0.2	0.07746484096553544	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
267	1	1	0.3125	0.015175789316712771	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
268	1	0	0.7250000000000001	0.2995388511917728	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
269	1	0	0.4375	0.2647385704347907	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
270	0	1	0.0	0.060507970265993034	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
271	1	1	0.3125	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
272	1	0	0.5125000000000001	0.038061465167318204	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
273	0	1	0.4625	0.057970539254838485	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
274	1	0	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
275	1	0	0.7875000000000001	0.15216446768991498	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
276	0	0	0.5625	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
277	0	1	0.0	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
278	0	1	0.08750000000000001	0.05684821399990475	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
279	1	0	0.4375	0.03952536767375352	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
280	0	1	0.8125	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
281	0	1	0.35000000000000003	0.015330377421392339	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
282	0	1	0.2	0.018542765081513996	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
283	1	1	0.23750000000000002	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
284	0	1	0.0	0.050748620223090936	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
285	0	1	0.41250000000000003	0.016908073949327893	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
286	1	1	0.375	0.018542765081513996	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
287	0	1	0.275	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
288	1	1	0.525	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
289	1	0	0.275	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
290	1	0	0.325	0.15390495017656614	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
291	1	0	0.23750000000000002	0.17777475888549785	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
292	0	1	0.45	0.025130326360472913	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
293	0	0	0.30000000000000004	0.01727404957593672	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
294	0	1	0.30000000000000004	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
295	0	1	0.0	0.05410739813385612	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
296	0	1	0.29375	0.014110458666029575	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
297	0	0	0.025	0.29580589980036276	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
298	1	1	0.0	0.05953203526170282	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
299	1	0	0.625	0.4831284260198326	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
300	1	0	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
301	1	1	0.0	0.04538097769949478	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
302	0	1	0.23750000000000002	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
303	1	0	0.0	0.024105594605968193	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
304	0	1	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
305	1	1	0.011500000000000002	0.29580589980036276	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
306	1	0	0.0	0.21642978772242535	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
307	1	0	0.21250000000000002	0.2125586439344078	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
308	0	1	0.375	0.04684488020593009	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
309	1	0	0.375	0.11111839809247648	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
310	1	0	0.30000000000000004	0.16231419173453318	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
311	1	0	0.225	0.5121218935012878	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
312	0	0	0.325	0.050748620223090936	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
313	0	1	0.35000000000000003	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
314	0	1	0.5375	0.05123658772523604	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
315	1	0	0.325	0.015330377421392339	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
316	1	0	0.30000000000000004	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
317	0	1	0.675	0.027326180120125887	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
318	1	0	0.3875	0.32179836714362564	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
319	1	0	0.5	0.2625265161540666	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
320	0	1	0.275	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
321	0	1	0.3375	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
322	1	0	0.375	0.024105594605968193	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
323	1	0	0.275	0.056604230248832196	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
324	0	1	0.0	0.13575255909676825	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1
325	1	0	0.45	0.2647385704347907	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
326	0	1	0.7625000000000001	0.012174789178520372	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
327	1	0	0.45	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
328	1	0	0.3875	0.04006213192611313	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
329	1	0	0.2	0.11316786160148591	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
330	1	0	0.0	0.04538097769949478	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
331	0	1	0.56875	0.055628295244541985	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
332	0	1	0.47500000000000003	0.2995388511917728	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
333	0	1	0.2	0.03513366015444757	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
334	1	0	0.0	0.2608674266467732	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
335	0	1	0.0	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
336	0	1	0.36250000000000004	0.12999454257145598	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
337	1	0	0.5125000000000001	0.2625265161540666	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
338	1	1	0.5625	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
339	0	1	0.5625	0.06929138530460494	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
340	1	1	0.025	0.050748620223090936	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
341	1	0	0.30000000000000004	0.5133418122566507	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
342	0	1	0.35000000000000003	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
343	0	1	0.3125	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
344	0	1	0.45	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
345	1	0	0.30000000000000004	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
346	1	0	0.5	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
347	1	0	0.0	0.031425107138144774	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
348	1	1	0.037500000000000006	0.031034733136428686	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
349	0	1	0.525	0.016908073949327893	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
350	0	1	0.28750000000000003	0.01800600082915438	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
351	0	1	0.0	0.06831545030031472	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
352	0	1	0.1875	0.014110458666029575	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
353	0	1	0.3125	0.034743286152731485	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
354	0	1	0.0	0.014102260811993537	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
355	0	1	0.35000000000000003	0.018542765081513996	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
356	1	0	0.275	0.10735285047192313	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
357	0	0	0.47500000000000003	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
358	1	0	0.0	0.01537917417160685	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
359	1	0	0.0	0.01537917417160685	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
360	0	1	0.5	0.05445717323939373	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
361	0	1	0.36250000000000004	0.05410739813385612	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
362	0	0	0.5625	0.028212719478023115	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
363	0	1	0.4375	0.013760683560491965	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
364	0	1	0.0	0.030253985132996517	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
365	0	1	0.375	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
366	1	0	0.75	0.14687821814567664	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
367	1	0	0.0	0.014110458666029575	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
368	1	0	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
369	1	0	0.30000000000000004	0.13526459159462315	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
370	1	1	0.3125	0.1082149914547131	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
371	0	1	0.225	0.012678957201736696	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
372	0	1	0.23750000000000002	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
373	0	1	0.275	0.2647385704347907	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
374	0	0	0.037500000000000006	0.04113566043083236	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
375	1	0	0.0	0.16038672010106003	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
376	1	0	0.275	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
377	0	1	0.3375	0.41282050681475896	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
378	0	1	0.25	0.007831878409428937	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
379	0	1	0.23750000000000002	0.015175789316712771	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
380	1	0	0.525	0.4440992237022602	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
381	1	0	0.0125	0.030725752114070404	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
382	0	1	0.4	0.015468569817999833	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
383	1	0	0.4375	0.10149724044618187	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
384	0	1	0.0	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
385	0	1	0.225	0.1434624456306609	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
386	0	1	0.0125	0.09154270340242172	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1
387	1	0	0.45	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
388	0	1	0.0	0.015086393670319786	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
389	1	0	0.21250000000000002	0.023422440102965045	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
390	1	1	0.45	0.23422440102965048	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
391	1	1	0.2625	0.015216388212891242	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
392	0	1	0.35000000000000003	0.015468569817999833	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
393	1	0	0.28750000000000003	0.22109807522194713	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
394	1	0	0.30000000000000004	0.03259622914329302	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
395	0	1	0.275	0.015216388212891242	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
396	0	0	0.3875	0.015330377421392339	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
397	0	1	0.5750000000000001	0.050748620223090936	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
398	0	1	0.28750000000000003	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
399	1	0	0.35000000000000003	0.02469115560854232	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
400	1	1	0.48750000000000004	0.015468569817999833	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
401	0	1	0.325	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
402	0	0	0.2625	0.019177122834302632	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
403	0	1	0.35000000000000003	0.030937139635999665	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
404	0	0	0.25	0.016908073949327893	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
405	0	1	0.42500000000000004	0.04098927018018883	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
406	0	1	0.6375000000000001	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
407	1	1	0.037500000000000006	0.03659756266088288	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
408	0	1	0.2625	0.015175789316712771	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
409	0	0	0.0	0.049707687947515	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
410	0	1	0.0	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
411	0	1	0.0	0.013386510079847098	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
412	1	0	0.41250000000000003	0.17566830077223786	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
413	0	1	0.0	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
414	1	1	0.55	0.015468569817999833	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
415	0	0	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
416	1	0	0.42500000000000004	0.06343577527886367	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
417	1	0	0.225	0.025374310111545468	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
418	0	1	0.375	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
419	0	0	0.125	0.04713766070721715	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
420	0	1	0.0	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
421	0	1	0.2625	0.015094396337354966	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
422	0	1	0.36250000000000004	0.015370976317570811	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
423	0	0	0.35000000000000003	0.028106928123558056	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
424	0	1	0.225	0.039452172548431745	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
425	0	1	0.0	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
426	1	0	0.35000000000000003	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
427	1	0	0.23750000000000002	0.050748620223090936	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
428	0	1	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
429	1	1	0.4	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
430	1	1	0.35000000000000003	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
431	1	0	0.0	0.031425107138144774	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
432	1	0	0.525	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
433	0	1	0.21250000000000002	0.013907073811135496	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
434	0	1	0.625	0.1091095334796455	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
435	1	0	0.17500000000000002	0.23422440102965048	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
436	0	0	0.2625	0.06709553154495196	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
437	1	0	0.30000000000000004	0.03659756266088288	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
438	0	1	0.8	0.5133418122566507	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
439	0	1	0.3875	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
440	1	0	0.5625	0.05123658772523604	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
441	0	1	0.25	0.018542765081513996	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
442	0	1	0.3125	0.015175789316712771	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
443	1	0	0.35000000000000003	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
444	1	1	0.0	0.015834545444608664	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
445	1	1	0.05	0.15977676072337862	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
446	1	0	0.1625	0.038061465167318204	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
447	1	1	0.42500000000000004	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
448	1	0	0.0625	0.03758969818624431	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
449	1	1	0.65	0.05953203526170282	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
450	0	1	0.45	0.05416439273810667	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
451	0	1	0.0	0.03897240290032268	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
452	0	1	0.375	0.05416439273810667	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
453	1	1	0.6125	0.17391981561855152	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
454	0	1	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
